: Nomen: SI/PL
schönste schön leckerste lecker
schönste schön fleißigste fleißig
sicherste sicher wildeste wild
sicherste sicher wichtigste wichtig
sicherste sicher eckigste eckig
sicherste sicher traurigste traurig
sicherste sicher stärkste stark
sonnigste sonnig billigste billig
sonnigste sonnig gesündeste gesund
sonnigste sonnig richtigste richtig
sonnigste sonnig persönlichste persönlich
sonnigste sonnig sicherste sicher
spannendste spannend frischste frisch
spannendste spannend fleißigste fleißig
spannendste spannend lauteste laut
spannendste spannend schnellste schnell
spannendste spannend lustigste lustig
spitzeste spitz dunkelste dunkel
spitzeste spitz wenigste wenig
spitzeste spitz dickste dick
spitzeste spitz einfachste einfach
spitzeste spitz faulste faul
späteste spät schwierigste schwierig
späteste spät engste eng
späteste spät schrecklichste schrecklich
späteste spät beste gut
späteste spät bestimmteste bestimmt
stärkste stark geringste gering
stärkste stark schwerste schwer
stärkste stark ruhigste ruhig
stärkste stark dickste dick
stärkste stark schlechteste schlecht
steilste steil traurigste traurig
steilste steil geradeste gerade
steilste steil wichtigste wichtig
steilste steil klarste klar
steilste steil höchste hoch
stillste still fröhlichste fröhlich
stillste still späteste spät
stillste still einfachste einfach
stillste still rundeste rund
stillste still traurigste traurig
tiefste tief sauberste sauber
tiefste tief stärkste stark
tiefste tief kleinste klein
tiefste tief offenste offen
tiefste tief gesündeste gesund
traurigste traurig eleganteste elegant
traurigste traurig gesündeste gesund
traurigste traurig billigste billig
traurigste traurig älteste alt
traurigste traurig späteste spät
trockenste trocken wärmste warm
trockenste trocken riesigste riesig
trockenste trocken längste lang
trockenste trocken lustigste lustig
trockenste trocken neuste neu
unterschiedlichste unterschiedlich bekannteste bekannt
unterschiedlichste unterschiedlich wildeste wild
unterschiedlichste unterschiedlich dümmste dumm
unterschiedlichste unterschiedlich deutlichste deutlich
unterschiedlichste unterschiedlich schärfste scharf
verschiedenste verschieden stärkste stark
verschiedenste verschieden sicherste sicher
verschiedenste verschieden engste eng
verschiedenste verschieden fröhlichste fröhlich
verschiedenste verschieden billigste billig
vollste voll leichteste leicht
vollste voll natürlichste natürlich
vollste voll häufigste häufig
vollste voll wärmste warm
vollste voll schmutzigste schmutzig
wahrscheinlichste wahrscheinlich weichste weich
wahrscheinlichste wahrscheinlich schrecklichste schrecklich
wahrscheinlichste wahrscheinlich persönlichste persönlich
wahrscheinlichste wahrscheinlich fröhlichste fröhlich
wahrscheinlichste wahrscheinlich glücklichste glücklich
wärmste warm stillste still
wärmste warm älteste alt
wärmste warm schrecklichste schrecklich
wärmste warm schmalste schmal
wärmste warm unterschiedlichste unterschiedlich
weichste weich tiefste tief
weichste weich deutlichste deutlich
weichste weich schlechteste schlecht
weichste weich lustigste lustig
weichste weich längste lang
weiteste weit sonnigste sonnig
weiteste weit sicherste sicher
weiteste weit schmutzigste schmutzig
weiteste weit verschiedenste verschieden
weiteste weit mutigste mutig
wenigste wenig schönste schön
wenigste wenig lustigste lustig
wenigste wenig neuste neu
wenigste wenig schmalste schmal
wenigste wenig öfteste oft
wertvollste wertvoll schönste schön
wertvollste wertvoll schmalste schmal
wertvollste wertvoll kürzeste kurz
wertvollste wertvoll frischste frisch
wertvollste wertvoll eckigste eckig
wichtigste wichtig leichteste leicht
wichtigste wichtig ärmste arm
wichtigste wichtig richtigste richtig
wichtigste wichtig unterschiedlichste unterschiedlich
wichtigste wichtig neuste neu
wildeste wild freundlichste freundlich
wildeste wild gesündeste gesund
wildeste wild persönlichste persönlich
wildeste wild spitzeste spitz
wildeste wild schmalste schmal
: Adjektive: KOM/SUP
ähnlicher ähnlichste gefährlicher gefährlichste
ähnlicher ähnlichste gefährlicher gefährlichste
ähnlicher ähnlichste enger engste
ähnlicher ähnlichste fauler faulste
ähnlicher ähnlichste wilder wildeste
älter älteste dünner dünnste
älter älteste eckiger eckigste
älter älteste fröhlicher fröhlichste
älter älteste runder rundeste
älter älteste schmutziger schmutzigste
ärmer ärmste stärker stärkste
ärmer ärmste höher höchste
ärmer ärmste voller vollste
ärmer ärmste gerader geradeste
ärmer ärmste lieber liebste
bekannter bekannteste näher nächste
bekannter bekannteste einsamer einsamste
bekannter bekannteste trauriger traurigste
bekannter bekannteste einsamer einsamste
bekannter bekannteste voller vollste
bestimmter bestimmteste sauberer sauberste
bestimmter bestimmteste praktischer praktischste
bestimmter bestimmteste persönlicher persönlichste
bestimmter bestimmteste voller vollste
bestimmter bestimmteste schöner schönste
billiger billigste trockener trockenste
billiger billigste sauberer sauberste
billiger billigste glätter glätteste
billiger billigste jünger jüngste
billiger billigste kürzer kürzeste
böser böseste schlechter schlechteste
böser böseste dreckiger dreckigste
böser böseste schärfer schärfste
böser böseste neuer neuste
böser böseste gerader geradeste
deutlicher deutlichste runder rundeste
deutlicher deutlichste freundlicher freundlichste
deutlicher deutlichste natürlicher natürlichste
deutlicher deutlichste praktischer praktischste
deutlicher deutlichste lustiger lustigste
dicker dickste tiefer tiefste
dicker dickste steiler steilste
dicker dickste gesünder gesündeste
dicker dickste schrecklicher schrecklichste
dicker dickste größer größte
dreckiger dreckigste unterschiedlicher unterschiedlichste
dreckiger dreckigste schöner schönste
dreckiger dreckigste müder müdeste
dreckiger dreckigste natürlicher natürlichste
dreckiger dreckigste älter älteste
dümmer dümmste verschiedener verschiedenste
dümmer dümmste klarer klarste
dümmer dümmste leiser leiseste
dümmer dümmste häufiger häufigste
dümmer dümmste freundlicher freundlichste
dunkler dunkelste kürzer kürzeste
dunkler dunkelste offener offenste
dunkler dunkelste natürlicher natürlichste
dunkler dunkelste schrecklicher schrecklichste
dunkler dunkelste ruhiger ruhigste
dünner dünnste ruhiger ruhigste
dünner dünnste ähnlicher ähnlichste
dünner dünnste billiger billigste
dünner dünnste genauer genauste
dünner dünnste lustiger lustigste
eckiger eckigste schädlicher schädlichste
eckiger eckigste kleiner kleinste
eckiger eckigste öfter öfteste
eckiger eckigste offener offenste
eckiger eckigste natürlicher natürlichste
einfacher einfachste dunkler dunkelste
einfacher einfachste sauberer sauberste
einfacher einfachste genauer genauste
einfacher einfachste frischer frischste
einfacher einfachste früher frühste
einsamer einsamste schlanker schlankeste
einsamer einsamste häufiger häufigste
einsamer einsamste eckiger eckigste
einsamer einsamste näher nächste
einsamer einsamste spannender spannendste
eleganter eleganteste lieber liebste
eleganter eleganteste jünger jüngste
eleganter eleganteste spannender spannendste
eleganter eleganteste gefährlicher gefährlichste
eleganter eleganteste krümmer krümmste
enger engste schwerer schwerste
enger engste einfacher einfachste
enger engste wertvoller wertvollste
enger engste richtiger richtigste
enger engste tiefer tiefste
fauler faulste ruhiger ruhigste
fauler faulste richtiger richtigste
fauler faulste sicherer sicherste
fauler faulste später späteste
fauler faulste einsamer einsamste
fleißiger fleißigste krümmer krümmste
fleißiger fleißigste gesünder gesündeste
fleißiger fleißigste trauriger traurigste
fleißiger fleißigste neuer neuste
fleißiger fleißigste öfter öfteste
freundlicher freundlichste kälter kälteste
freundlicher freundlichste neuer neuste
freundlicher freundlichste lieber liebste
freundlicher freundlichste lauter lauteste
freundlicher freundlichste dunkler dunkelste
frischer frischste früher frühste
frischer frischste härter härteste
frischer frischste länger längste
frischer frischste fröhlicher fröhlichste
frischer frischste höher höchste
fröhlicher fröhlichste wärmer wärmste
fröhlicher fröhlichste netter netteste
fröhlicher fröhlichste voller vollste
fröhlicher fröhlichste natürlicher natürlichste
fröhlicher fröhlichste eckiger eckigste
früher frühste steiler steilste
früher frühste voller vollste
früher frühste eleganter eleganteste
früher frühste runder rundeste
früher frühste älter älteste
gefährlicher gefährlichste schärfer schärfste
gefährlicher gefährlichste älter älteste
gefährlicher gefährlichste krümmer krümmste
gefährlicher gefährlichste weniger wenigste
gefährlicher gefährlichste schlanker schlankeste
genauer genauste ärmer ärmste
genauer genauste höher höchste
genauer genauste eckiger eckigste
genauer genauste lauter lauteste
genauer genauste neuer neuste
gerader geradeste schneller schnellste
gerader geradeste glätter glätteste
gerader geradeste schwächer schwächste
gerader geradeste natürlicher natürlichste
gerader geradeste weiter weiteste
geringer geringste gefährlicher gefährlichste
geringer geringste unterschiedlicher unterschiedlichste
geringer geringste deutlicher deutlichste
geringer geringste kleiner kleinste
geringer geringste schwerer schwerste
gesünder gesündeste fröhlicher fröhlichste
gesünder gesündeste eckiger eckigste
gesünder gesündeste einsamer einsamste
gesünder gesündeste öfter öfteste
gesünder gesündeste spitzer spitzeste
giftiger giftigste richtiger richtigste
giftiger giftigste eckiger eckigste
giftiger giftigste neuer neuste
giftiger giftigste leichter leichteste
giftiger giftigste unterschiedlicher unterschiedlichste
glätter glätteste langsamer langsamste
glätter glätteste mutiger mutigste
glätter glätteste lieber liebste
glätter glätteste härter härteste
glätter glätteste bekannter bekannteste
glücklicher glücklichste stiller stillste
glücklicher glücklichste dümmer dümmste
glücklicher glücklichste krümmer krümmste
glücklicher glücklichste wahrscheinlicher wahrscheinlichste
glücklicher glücklichste klarer klarste
größer größte sauberer sauberste
größer größte ärmer ärmste
größer größte sonniger sonnigste
größer größte ruhiger ruhigste
größer größte schmutziger schmutzigste
besser beste ruhiger ruhigste
besser beste riesiger riesigste
besser beste lieber liebste
besser beste dunkler dunkelste
besser beste unterschiedlicher unterschiedlichste
härter härteste kälter kälteste
härter härteste eleganter eleganteste
härter härteste fauler faulste
härter härteste sauberer sauberste
härter härteste riesiger riesigste
höher höchste gefährlicher gefährlichste
höher höchste lieber liebste
höher höchste schlanker schlankeste
höher höchste weiter weiteste
höher höchste glätter glätteste
häufiger häufigste schlanker schlankeste
häufiger häufigste trauriger traurigste
häufiger häufigste trauriger traurigste
häufiger häufigste unterschiedlicher unterschiedlichste
häufiger häufigste wertvoller wertvollste
jünger jüngste schlechter schlechteste
jünger jüngste leckerer leckerste
jünger jüngste glätter glätteste
jünger jüngste wichtiger wichtigste
jünger jüngste deutlicher deutlichste
kälter kälteste schrecklicher schrecklichste
kälter kälteste höher höchste
kälter kälteste trauriger traurigste
kälter kälteste fleißiger fleißigste
kälter kälteste frischer frischste
klarer klarste weniger wenigste
klarer klarste schmutziger schmutzigste
klarer klarste giftiger giftigste
klarer klarste länger längste
klarer klarste schlechter schlechteste
kleiner kleinste stärker stärkste
kleiner kleinste trockener trockenste
kleiner kleinste neuer neuste
kleiner kleinste schrecklicher schrecklichste
kleiner kleinste neuer neuste
krümmer krümmste gerader geradeste
krümmer krümmste verschiedener verschiedenste
krümmer krümmste wertvoller wertvollste
krümmer krümmste sicherer sicherste
krümmer krümmste natürlicher natürlichste
kürzer kürzeste dümmer dümmste
kürzer kürzeste weicher weichste
kürzer kürzeste unterschiedlicher unterschiedlichste
kürzer kürzeste ähnlicher ähnlichste
kürzer kürzeste glücklicher glücklichste
länger längste kürzer kürzeste
länger längste dicker dickste
länger längste netter netteste
länger längste lustiger lustigste
länger längste klarer klarste
langsamer langsamste öfter öfteste
langsamer langsamste häufiger häufigste
langsamer langsamste härter härteste
langsamer langsamste einsamer einsamste
langsamer langsamste fröhlicher fröhlichste
lauter lauteste schwerer schwerste
lauter lauteste leichter leichteste
