: Nomen: SI/PL
ruhiger ruhigste giftiger giftigste
ruhiger ruhigste wichtiger wichtigste
ruhiger ruhigste eleganter eleganteste
runder rundeste trauriger traurigste
runder rundeste giftiger giftigste
runder rundeste trauriger traurigste
runder rundeste dunkler dunkelste
runder rundeste dicker dickste
sauberer sauberste müder müdeste
sauberer sauberste wahrscheinlicher wahrscheinlichste
sauberer sauberste freundlicher freundlichste
sauberer sauberste genauer genauste
sauberer sauberste riesiger riesigste
schärfer schärfste glücklicher glücklichste
schärfer schärfste jünger jüngste
schärfer schärfste weicher weichste
schärfer schärfste netter netteste
schärfer schärfste praktischer praktischste
schlanker schlankeste öfter öfteste
schlanker schlankeste lustiger lustigste
schlanker schlankeste glätter glätteste
schlanker schlankeste dicker dickste
schlanker schlankeste deutlicher deutlichste
schlechter schlechteste höher höchste
schlechter schlechteste stärker stärkste
schlechter schlechteste wertvoller wertvollste
schlechter schlechteste natürlicher natürlichste
schlechter schlechteste neuer neuste
schmaler schmalste größer größte
schmaler schmalste neuer neuste
schmaler schmalste langsamer langsamste
schmaler schmalste ärmer ärmste
schmaler schmalste frischer frischste
schmutziger schmutzigste sauberer sauberste
schmutziger schmutzigste lustiger lustigste
schmutziger schmutzigste gefährlicher gefährlichste
schmutziger schmutzigste höher höchste
schmutziger schmutzigste wichtiger wichtigste
schneller schnellste deutlicher deutlichste
schneller schnellste schärfer schärfste
schneller schnellste schwerer schwerste
schneller schnellste praktischer praktischste
schneller schnellste wilder wildeste
schrecklicher schrecklichste sicherer sicherste
schrecklicher schrecklichste schöner schönste
schrecklicher schrecklichste wärmer wärmste
schrecklicher schrecklichste stärker stärkste
schrecklicher schrecklichste öfter öfteste
schwächer schwächste schärfer schärfste
schwächer schwächste böser böseste
schwächer schwächste müder müdeste
schwächer schwächste runder rundeste
schwächer schwächste ruhiger ruhigste
schwerer schwerste leiser leiseste
schwerer schwerste leiser leiseste
schwerer schwerste riesiger riesigste
schwerer schwerste schärfer schärfste
schwerer schwerste spitzer spitzeste
schwieriger schwierigste neuer neuste
schwieriger schwierigste wärmer wärmste
schwieriger schwierigste ähnlicher ähnlichste
schwieriger schwierigste wilder wildeste
schwieriger schwierigste richtiger richtigste
schädlicher schädlichste einsamer einsamste
schädlicher schädlichste netter netteste
schädlicher schädlichste leckerer leckerste
schädlicher schädlichste riesiger riesigste
schädlicher schädlichste schrecklicher schrecklichste
schöner schönste leiser leiseste
schöner schönste einsamer einsamste
schöner schönste tiefer tiefste
schöner schönste weicher weichste
schöner schönste richtiger richtigste
sicherer sicherste schlechter schlechteste
sicherer sicherste stiller stillste
sicherer sicherste praktischer praktischste
sicherer sicherste spannender spannendste
sicherer sicherste netter netteste
sonniger sonnigste besser beste
sonniger sonnigste mutiger mutigste
sonniger sonnigste frischer frischste
sonniger sonnigste stiller stillste
sonniger sonnigste gefährlicher gefährlichste
spannender spannendste schwieriger schwierigste
spannender spannendste härter härteste
spannender spannendste gerader geradeste
spannender spannendste steiler steilste
spannender spannendste steiler steilste
spitzer spitzeste schrecklicher schrecklichste
spitzer spitzeste leichter leichteste
spitzer spitzeste steiler steilste
spitzer spitzeste dünner dünnste
spitzer spitzeste schwächer schwächste
später späteste enger engste
später späteste krümmer krümmste
später späteste fröhlicher fröhlichste
später späteste weicher weichste
später späteste klarer klarste
stärker stärkste schmaler schmalste
stärker stärkste größer größte
stärker stärkste fröhlicher fröhlichste
stärker stärkste gefährlicher gefährlichste
stärker stärkste schwerer schwerste
steiler steilste stärker stärkste
steiler steilste häufiger häufigste
steiler steilste ruhiger ruhigste
steiler steilste natürlicher natürlichste
steiler steilste später späteste
stiller stillste kälter kälteste
stiller stillste krümmer krümmste
stiller stillste steiler steilste
stiller stillste weicher weichste
stiller stillste weiter weiteste
tiefer tiefste schrecklicher schrecklichste
tiefer tiefste dunkler dunkelste
tiefer tiefste jünger jüngste
tiefer tiefste weniger wenigste
tiefer tiefste wertvoller wertvollste
trauriger traurigste schwächer schwächste
trauriger traurigste natürlicher natürlichste
trauriger traurigste dümmer dümmste
trauriger traurigste schrecklicher schrecklichste
trauriger traurigste größer größte
trockener trockenste leckerer leckerste
trockener trockenste böser böseste
trockener trockenste schlechter schlechteste
trockener trockenste mutiger mutigste
trockener trockenste kälter kälteste
unterschiedlicher unterschiedlichste giftiger giftigste
unterschiedlicher unterschiedlichste härter härteste
unterschiedlicher unterschiedlichste ähnlicher ähnlichste
unterschiedlicher unterschiedlichste einsamer einsamste
unterschiedlicher unterschiedlichste größer größte
verschiedener verschiedenste dreckiger dreckigste
verschiedener verschiedenste dümmer dümmste
verschiedener verschiedenste glücklicher glücklichste
verschiedener verschiedenste dümmer dümmste
verschiedener verschiedenste persönlicher persönlichste
voller vollste schöner schönste
voller vollste genauer genauste
voller vollste frischer frischste
voller vollste schlechter schlechteste
voller vollste glätter glätteste
wahrscheinlicher wahrscheinlichste höher höchste
wahrscheinlicher wahrscheinlichste schöner schönste
wahrscheinlicher wahrscheinlichste bekannter bekannteste
wahrscheinlicher wahrscheinlichste richtiger richtigste
wahrscheinlicher wahrscheinlichste gefährlicher gefährlichste
wärmer wärmste wilder wildeste
wärmer wärmste eckiger eckigste
wärmer wärmste klarer klarste
wärmer wärmste lustiger lustigste
wärmer wärmste müder müdeste
weicher weichste neuer neuste
weicher weichste fröhlicher fröhlichste
weicher weichste sonniger sonnigste
weicher weichste besser beste
weicher weichste voller vollste
weiter weiteste fauler faulste
weiter weiteste stärker stärkste
weiter weiteste dunkler dunkelste
weiter weiteste größer größte
weiter weiteste einfacher einfachste
weniger wenigste enger engste
weniger wenigste kürzer kürzeste
weniger wenigste spitzer spitzeste
weniger wenigste schmutziger schmutzigste
weniger wenigste schlechter schlechteste
wertvoller wertvollste bekannter bekannteste
wertvoller wertvollste schädlicher schädlichste
wertvoller wertvollste sauberer sauberste
wertvoller wertvollste klarer klarste
wertvoller wertvollste bekannter bekannteste
wichtiger wichtigste kälter kälteste
wichtiger wichtigste dreckiger dreckigste
wichtiger wichtigste ruhiger ruhigste
wichtiger wichtigste später späteste
wichtiger wichtigste weicher weichste
wilder wildeste jünger jüngste
wilder wildeste krümmer krümmste
wilder wildeste einfacher einfachste
wilder wildeste einfacher einfachste
wilder wildeste eckiger eckigste
: Adjektive: SUP/KOM
ähnlichste ähnlicher schwierigste schwieriger
ähnlichste ähnlicher genauste genauer
ähnlichste ähnlicher schädlichste schädlicher
ähnlichste ähnlicher stillste stiller
ähnlichste ähnlicher krümmste krümmer
älteste älter deutlichste deutlicher
älteste älter klarste klarer
älteste älter ähnlichste ähnlicher
älteste älter frühste früher
älteste älter engste enger
ärmste ärmer freundlichste freundlicher
ärmste ärmer einsamste einsamer
ärmste ärmer glätteste glätter
ärmste ärmer tiefste tiefer
ärmste ärmer sicherste sicherer
bekannteste bekannter weichste weicher
bekannteste bekannter persönlichste persönlicher
bekannteste bekannter schrecklichste schrecklicher
bekannteste bekannter leiseste leiser
bekannteste bekannter natürlichste natürlicher
bestimmteste bestimmter dreckigste dreckiger
bestimmteste bestimmter neuste neuer
bestimmteste bestimmter schnellste schneller
bestimmteste bestimmter jüngste jünger
bestimmteste bestimmter wärmste wärmer
billigste billiger dunkelste dunkler
billigste billiger sicherste sicherer
billigste billiger lauteste lauter
billigste billiger weiteste weiter
billigste billiger schwierigste schwieriger
böseste böser traurigste trauriger
böseste böser schwierigste schwieriger
böseste böser deutlichste deutlicher
böseste böser wildeste wilder
böseste böser müdeste müder
deutlichste deutlicher stärkste stärker
deutlichste deutlicher praktischste praktischer
deutlichste deutlicher einfachste einfacher
deutlichste deutlicher spitzeste spitzer
deutlichste deutlicher dunkelste dunkler
dickste dicker schwächste schwächer
dickste dicker mutigste mutiger
dickste dicker späteste später
dickste dicker leckerste leckerer
dickste dicker ähnlichste ähnlicher
dreckigste dreckiger höchste höher
dreckigste dreckiger wärmste wärmer
dreckigste dreckiger wertvollste wertvoller
dreckigste dreckiger leichteste leichter
dreckigste dreckiger gesündeste gesünder
dümmste dümmer engste enger
dümmste dümmer öfteste öfter
dümmste dümmer verschiedenste verschiedener
dümmste dümmer sicherste sicherer
dümmste dümmer sicherste sicherer
dunkelste dunkler gefährlichste gefährlicher
dunkelste dunkler schnellste schneller
dunkelste dunkler frischste frischer
dunkelste dunkler stärkste stärker
dunkelste dunkler schwierigste schwieriger
dünnste dünner vollste voller
dünnste dünner vollste voller
dünnste dünner trockenste trockener
dünnste dünner dümmste dümmer
dünnste dünner schwächste schwächer
eckigste eckiger kälteste kälter
eckigste eckiger liebste lieber
eckigste eckiger spitzeste spitzer
eckigste eckiger bekannteste bekannter
eckigste eckiger schwerste schwerer
einfachste einfacher kürzeste kürzer
einfachste einfacher schädlichste schädlicher
einfachste einfacher jüngste jünger
einfachste einfacher lauteste lauter
einfachste einfacher glätteste glätter
einsamste einsamer liebste lieber
einsamste einsamer bekannteste bekannter
einsamste einsamer fleißigste fleißiger
einsamste einsamer deutlichste deutlicher
einsamste einsamer stärkste stärker
eleganteste eleganter schwächste schwächer
eleganteste eleganter wärmste wärmer
eleganteste eleganter wahrscheinlichste wahrscheinlicher
eleganteste eleganter dickste dicker
eleganteste eleganter klarste klarer
engste enger schädlichste schädlicher
engste enger schärfste schärfer
engste enger höchste höher
engste enger faulste fauler
engste enger rundeste runder
faulste fauler dünnste dünner
faulste fauler größte größer
faulste fauler glätteste glätter
faulste fauler einfachste einfacher
faulste fauler langsamste langsamer
fleißigste fleißiger wenigste weniger
fleißigste fleißiger natürlichste natürlicher
fleißigste fleißiger älteste älter
fleißigste fleißiger riesigste riesiger
fleißigste fleißiger leckerste leckerer
freundlichste freundlicher jüngste jünger
freundlichste freundlicher netteste netter
freundlichste freundlicher steilste steiler
freundlichste freundlicher beste besser
freundlichste freundlicher schlechteste schlechter
frischste frischer schönste schöner
frischste frischer wahrscheinlichste wahrscheinlicher
frischste frischer müdeste müder
frischste frischer natürlichste natürlicher
frischste frischer ruhigste ruhiger
fröhlichste fröhlicher weichste weicher
fröhlichste fröhlicher schönste schöner
fröhlichste fröhlicher geringste geringer
fröhlichste fröhlicher nächste näher
fröhlichste fröhlicher spannendste spannender
frühste früher späteste später
frühste früher dünnste dünner
frühste früher langsamste langsamer
frühste früher bestimmteste bestimmter
frühste früher engste enger
gefährlichste gefährlicher fleißigste fleißiger
gefährlichste gefährlicher liebste lieber
gefährlichste gefährlicher wichtigste wichtiger
gefährlichste gefährlicher leckerste leckerer
gefährlichste gefährlicher wertvollste wertvoller
genauste genauer billigste billiger
genauste genauer netteste netter
genauste genauer neuste neuer
genauste genauer sicherste sicherer
